Raman Shift ; Dark Subtracted
176 ; 14782.37
180 ; 11988.68
184 ; 9459.34
188 ; 7988.79
192 ; 6851.76
196 ; 6031.91
200 ; 5436.72
204 ; 4878.75
208 ; 4348.87
212 ; 3938.69
216 ; 3585.98
220 ; 3215.37
224 ; 2891.34
228 ; 2666.19
232 ; 2520.65
236 ; 2392.59
240 ; 2200.05
244 ; 2024.92
248 ; 1979.15
252 ; 1905.84
256 ; 1706.27
260 ; 1570.50
264 ; 1536.10
268 ; 1429.73
272 ; 1283.94
276 ; 1238.11
280 ; 1262.27
284 ; 1267.77
288 ; 1162.88
292 ; 1022.06
296 ; 1084.32
300 ; 1201.58
304 ; 1083.04
308 ; 910.02
312 ; 875.19
316 ; 888.69
320 ; 847.61
324 ; 697.57
328 ; 590.73
332 ; 698.00
336 ; 814.76
340 ; 789.65
344 ; 751.32
348 ; 739.04
352 ; 695.26
356 ; 646.48
360 ; 627.67
364 ; 586.86
368 ; 543.94
372 ; 617.13
376 ; 699.88
380 ; 623.20
384 ; 600.05
388 ; 724.89
392 ; 670.01
396 ; 464.95
400 ; 444.82
404 ; 525.59
408 ; 543.86
412 ; 587.22
416 ; 649.52
420 ; 593.14
424 ; 496.04
428 ; 500.47
432 ; 559.45
436 ; 585.21
440 ; 504.72
444 ; 413.69
448 ; 452.72
452 ; 516.17
456 ; 525.86
460 ; 550.93
464 ; 553.99
468 ; 462.31
472 ; 448.49
476 ; 572.27
480 ; 580.30
484 ; 492.13
488 ; 506.72
492 ; 536.92
496 ; 496.45
500 ; 460.28
504 ; 470.19
508 ; 516.42
512 ; 528.84
516 ; 497.20
520 ; 530.58
524 ; 582.97
528 ; 539.70
532 ; 490.65
536 ; 495.66
540 ; 490.01
544 ; 505.00
548 ; 593.19
552 ; 649.43
556 ; 625.00
560 ; 588.07
564 ; 607.00
568 ; 695.29
572 ; 726.12
576 ; 675.12
580 ; 639.67
584 ; 664.70
588 ; 728.88
592 ; 727.48
596 ; 670.38
600 ; 641.28
604 ; 634.18
608 ; 632.18
612 ; 634.85
616 ; 609.44
620 ; 529.16
624 ; 435.66
628 ; 397.64
632 ; 462.59
636 ; 483.57
640 ; 391.19
644 ; 356.46
648 ; 396.74
652 ; 434.05
656 ; 434.70
660 ; 387.36
664 ; 303.81
668 ; 253.33
672 ; 274.75
676 ; 318.57
680 ; 353.22
684 ; 367.25
688 ; 362.09
692 ; 351.47
696 ; 358.57
700 ; 404.89
704 ; 510.51
708 ; 695.65
712 ; 985.66
716 ; 1274.22
720 ; 1171.42
724 ; 783.20
728 ; 558.08
732 ; 695.91
736 ; 1146.70
740 ; 1629.10
744 ; 1782.78
748 ; 1455.17
752 ; 859.49
756 ; 404.02
760 ; 317.53
764 ; 299.33
768 ; 238.88
772 ; 193.26
776 ; 201.62
780 ; 219.06
784 ; 179.02
788 ; 204.15
792 ; 288.80
796 ; 265.26
800 ; 171.42
804 ; 95.47
808 ; 89.28
812 ; 168.52
816 ; 264.20
