Raman Shift ; Dark Subtracted
176 ; 3243.68
180 ; 2790.85
184 ; 2264.14
188 ; 1929.63
192 ; 1705.74
196 ; 1580.84
200 ; 1466.46
204 ; 1205.49
208 ; 923.82
212 ; 894.87
216 ; 953.77
220 ; 849.19
224 ; 700.63
228 ; 633.29
232 ; 627.66
236 ; 644.89
240 ; 645.88
244 ; 624.63
248 ; 591.04
252 ; 543.32
256 ; 498.42
260 ; 521.94
264 ; 586.21
268 ; 559.31
272 ; 447.58
276 ; 340.54
280 ; 284.19
284 ; 289.21
288 ; 320.67
292 ; 329.37
296 ; 267.38
300 ; 204.77
304 ; 240.11
308 ; 267.67
312 ; 218.38
316 ; 231.41
320 ; 297.86
324 ; 242.56
328 ; 155.54
332 ; 206.33
336 ; 277.69
340 ; 267.38
344 ; 240.33
348 ; 236.62
352 ; 252.27
356 ; 250.88
360 ; 216.92
364 ; 233.68
368 ; 299.41
372 ; 289.48
376 ; 246.70
380 ; 279.33
384 ; 286.18
388 ; 221.19
392 ; 250.90
396 ; 347.75
400 ; 328.52
404 ; 293.80
408 ; 353.53
412 ; 335.01
416 ; 204.82
420 ; 130.93
424 ; 155.72
428 ; 238.65
432 ; 296.46
436 ; 280.24
440 ; 206.66
444 ; 164.37
448 ; 229.80
452 ; 257.15
456 ; 189.58
460 ; 203.46
464 ; 273.18
468 ; 246.97
472 ; 158.77
476 ; 94.20
480 ; 128.32
484 ; 206.81
488 ; 200.11
492 ; 101.44
496 ; 6.38
500 ; 102.76
504 ; 241.14
508 ; 133.82
512 ; 59.43
516 ; 186.82
520 ; 235.13
524 ; 155.33
528 ; 79.24
532 ; 71.08
536 ; 131.23
540 ; 192.51
544 ; 230.57
548 ; 248.04
552 ; 240.46
556 ; 214.92
560 ; 195.76
564 ; 210.30
568 ; 245.78
572 ; 182.28
576 ; 84.20
580 ; 162.63
584 ; 275.93
588 ; 263.09
592 ; 206.16
596 ; 161.16
600 ; 146.27
604 ; 196.22
608 ; 274.44
612 ; 249.63
616 ; 154.54
620 ; 90.47
624 ; 90.61
628 ; 107.86
632 ; 62.04
636 ; 66.53
640 ; 157.86
644 ; 141.22
648 ; 48.87
652 ; 25.35
656 ; 73.56
660 ; 131.44
664 ; 116.70
668 ; 50.27
672 ; 1.98
676 ; 45.48
680 ; 111.99
684 ; 98.39
688 ; 50.72
692 ; 28.79
696 ; 66.36
700 ; 130.24
704 ; 191.75
708 ; 267.09
712 ; 419.07
716 ; 626.30
720 ; 635.26
724 ; 454.03
728 ; 321.26
732 ; 476.77
736 ; 869.30
740 ; 1152.92
744 ; 1129.80
748 ; 823.55
752 ; 489.92
756 ; 260.44
760 ; 146.75
764 ; 63.12
768 ; 0.00
772 ; 0.00
776 ; 103.94
780 ; 195.00
784 ; 68.12
788 ; 0.00
792 ; 55.97
796 ; 28.91
800 ; 0.84
804 ; 33.66
808 ; 20.95
812 ; 0.00
816 ; 36.08
820 ; 130.73
824 ; 139.23
828 ; 19.56
832 ; 56.84
836 ; 137.44
840 ; 46.09
844 ; 0.00
848 ; 43.61
852 ; 113.65
856 ; 83.45
860 ; 0.00
864 ; 0.00
868 ; 23.47
872 ; 44.16
876 ; 8.66
880 ; 13.75
884 ; 50.61
888 ; 20.71
892 ; 0.00
896 ; 0.00
900 ; 19.62
904 ; 38.44
908 ; 41.73
912 ; 16.45
916 ; 0.00
920 ; 29.94
924 ; 177.34
928 ; 213.97
932 ; 102.73
936 ; 15.98
940 ; 3.29
944 ; 50.52
948 ; 103.17
952 ; 74.60
956 ; 0.00
960 ; 0.00
964 ; 50.33
968 ; 84.22
972 ; 1.30
976 ; 78.25
980 ; 161.04
984 ; 23.04
988 ; 46.63
992 ; 104.97
996 ; 14.78
1000 ; 127.47
1004 ; 190.38
1008 ; 32.12
1012 ; 85.09
1016 ; 230.50
1020 ; 265.33
1024 ; 235.17
1028 ; 342.70
1032 ; 599.12
1036 ; 1184.63
1040 ; 3787.10
1044 ; 9013.16
1048 ; 14379.18
1052 ; 12841.72
1056 ; 6640.65
1060 ; 2149.25
1064 ; 689.23
1068 ; 554.75
1072 ; 262.53
1076 ; 200.50
1080 ; 180.78
1084 ; 109.86
1088 ; 140.83
1092 ; 99.75
1096 ; 41.59
1100 ; 90.07
1104 ; 70.36
1108 ; 60.53
1112 ; 102.40
1116 ; 46.24
1120 ; 80.65
1124 ; 174.23
1128 ; 112.69
1132 ; 74.80
1136 ; 95.06
1140 ; 110.22
1144 ; 119.46
1148 ; 75.72
1152 ; 6.75
1156 ; 0.00
1160 ; 0.00
1164 ; 16.45
1168 ; 96.15
1172 ; 52.70
1176 ; 0.00
1180 ; 6.68
1184 ; 166.74
1188 ; 146.68
1192 ; 15.94
1196 ; 0.00
1200 ; 43.87
1204 ; 71.81
1208 ; 57.14
1212 ; 35.56
1216 ; 14.07
1220 ; 0.00
1224 ; 0.00
1228 ; 66.89
1232 ; 88.60
1236 ; 45.16
1240 ; 3.35
1244 ; 0.00
1248 ; 2.38
1252 ; 0.00
1256 ; 0.00
1260 ; 34.90
1264 ; 94.77
1268 ; 122.14
1272 ; 91.61
1276 ; 50.47
1280 ; 53.05
1284 ; 90.74
1288 ; 90.43
1292 ; 90.00
1296 ; 74.96
1300 ; 21.79
1304 ; 0.00
1308 ; 9.42
1312 ; 11.35
1316 ; 0.00
1320 ; 52.24
1324 ; 80.56
1328 ; 68.82
1332 ; 113.15
1336 ; 217.71
1340 ; 193.26
1344 ; 143.65
1348 ; 268.41
1352 ; 323.82
1356 ; 358.64
1360 ; 303.46
1364 ; 134.43
1368 ; 217.76
1372 ; 150.48
1376 ; 0.00
1380 ; 24.26
1384 ; 64.72
1388 ; 49.94
1392 ; 70.09
1396 ; 119.25
1400 ; 40.40
1404 ; 0.00
1408 ; 100.33
1412 ; 219.18
1416 ; 136.73
1420 ; 216.32
1424 ; 302.63
1428 ; 263.41
1432 ; 235.49
1436 ; 223.40
1440 ; 315.44
1444 ; 309.81
1448 ; 123.25
1452 ; 153.98
1456 ; 216.50
1460 ; 129.18
1464 ; 73.78
1468 ; 258.01
1472 ; 236.47
1476 ; 198.64
1480 ; 196.96
1484 ; 96.18
1488 ; 10.45
1492 ; 0.00
1496 ; 5.38
1500 ; 0.00
1504 ; 0.48
1508 ; 0.00
1512 ; 55.51
1516 ; 112.55
1520 ; 73.20
1524 ; 2.10
1528 ; 34.34
1532 ; 32.02
1536 ; 34.32
1540 ; 82.11
1544 ; 13.19
1548 ; 0.00
1552 ; 103.19
1556 ; 129.16
1560 ; 2.69
1564 ; 154.43
1568 ; 61.80
1572 ; 0.00
1576 ; 0.00
1580 ; 8.26
1584 ; 104.06
1588 ; 62.02
1592 ; 0.00
1596 ; 14.70
1600 ; 52.83
1604 ; 33.90
1608 ; 0.00
1612 ; 83.64
1616 ; 118.92
1620 ; 21.48
1624 ; 1.70
1628 ; 90.80
1632 ; 144.66
1636 ; 145.62
1640 ; 196.11
1644 ; 219.03
1648 ; 98.99
1652 ; 177.36
1656 ; 145.32
1660 ; 56.68
1664 ; 66.94
1668 ; 79.73
1672 ; 30.30
1676 ; 64.34
1680 ; 32.34
1684 ; 0.00
1688 ; 0.00
1692 ; 4.72
1696 ; 69.45
1700 ; 19.76
1704 ; 0.00
1708 ; 15.47
1712 ; 22.47
1716 ; 0.00
1720 ; 0.00
1724 ; 29.50
1728 ; 31.63
1732 ; 87.48
1736 ; 83.03
1740 ; 4.22
1744 ; 46.90
1748 ; 13.83
1752 ; 0.00
1756 ; 0.35
1760 ; 0.75
1764 ; 0.00
1768 ; 4.20
1772 ; 28.19
1776 ; 0.85
1780 ; 27.31
1784 ; 18.41
1788 ; 0.00
1792 ; 2.66
1796 ; 0.00
1800 ; 1.26
1804 ; 59.37
1808 ; 10.56
1812 ; 25.80
1816 ; 27.83
1820 ; 0.00
1824 ; 0.54
1828 ; 1.23
1832 ; 17.11
1836 ; 5.70
1840 ; 0.00
1844 ; 93.78
1848 ; 79.25
1852 ; 0.00
1856 ; 3.30
1860 ; 0.74
1864 ; 9.73
1868 ; 9.74
1872 ; 94.80
1876 ; 37.69
1880 ; 0.00
1884 ; 3.48
1888 ; 0.00
1892 ; 0.26
1896 ; 0.00
1900 ; 0.00
1904 ; 0.79
1908 ; 0.00
1912 ; 34.38
1916 ; 20.42
1920 ; 0.00
1924 ; 1.42
1928 ; 0.00
1932 ; 0.00
1936 ; 1.23
1940 ; 20.76
1944 ; 35.53
1948 ; 50.52
1952 ; 26.07
1956 ; 2.00
1960 ; 0.76
1964 ; 0.00
1968 ; 15.76
1972 ; 51.63
1976 ; 28.03
1980 ; 0.77
1984 ; 38.14
1988 ; 50.40
1992 ; 4.51
1996 ; 0.00
2000 ; 6.57
2004 ; 2.18
2008 ; 0.67
2012 ; 4.29
2016 ; 0.00
2020 ; 29.61
2024 ; 56.96
2028 ; 0.00
2032 ; 8.66
2036 ; 0.00
2040 ; 4.44
2044 ; 150.24
2048 ; 120.99
2052 ; 10.62
2056 ; 0.00
2060 ; 1.20
2064 ; 0.00
2068 ; 0.12
2072 ; 0.00
2076 ; 0.00
2080 ; 0.08
2084 ; 0.00
2088 ; 1.03
2092 ; 0.00
2096 ; 12.41
2100 ; 64.56
2104 ; 53.84
2108 ; 5.07
2112 ; 15.55
2116 ; 0.00
2120 ; 0.20
2124 ; 0.00
2128 ; 0.01
2132 ; 0.00
2136 ; 2.15
2140 ; 0.00
2144 ; 167.46
2148 ; 20.47
2152 ; 48.45
2156 ; 45.40
2160 ; 0.85
2164 ; 12.98
2168 ; 0.00
2172 ; 44.70
2176 ; 17.63
2180 ; 0.00
2184 ; 5.34
2188 ; 0.00
2192 ; 88.73
2196 ; 29.14
2200 ; 132.77
2204 ; 66.45
2208 ; 20.31
2212 ; 25.86
2216 ; 0.00
2220 ; 1.49
2224 ; 0.09
2228 ; 0.00
2232 ; 10.85
2236 ; 4.25
2240 ; 3.21
2244 ; 0.00
2248 ; 97.97
2252 ; 43.16
2256 ; 0.00
2260 ; 2.57
2264 ; 0.00
2268 ; 0.53
2272 ; 0.00
2276 ; 12.92
2280 ; 19.75
2284 ; 3.26
2288 ; 0.00
2292 ; 44.42
2296 ; 34.41
2300 ; 0.71
2304 ; 0.04
2308 ; 0.46
2312 ; 32.24
2316 ; 0.00
2320 ; 6.53
2324 ; 43.39
2328 ; 0.00
2332 ; 0.22
2336 ; 5.65
2340 ; 9.46
2344 ; 13.05
2348 ; 22.35
2352 ; 0.00
2356 ; 1.06
2360 ; 0.00
2364 ; 0.02
2368 ; 0.11
2372 ; 0.00
2376 ; 5.39
2380 ; 15.17
2384 ; 8.59
2388 ; 2.40
2392 ; 100.51
2396 ; 61.77
2400 ; 0.00
2404 ; 1.85
2408 ; 0.00
2412 ; 0.79
2416 ; 0.00
2420 ; 44.76
2424 ; 61.58
2428 ; 0.15
2432 ; 54.69
2436 ; 1.10
2440 ; 36.82
2444 ; 79.07
2448 ; 0.00
2452 ; 22.43
2456 ; 28.87
