Raman Shift ; Dark Subtracted
176 ; 707.09
180 ; 624.46
184 ; 525.45
188 ; 457.86
192 ; 404.48
196 ; 364.83
200 ; 358.49
204 ; 322.87
208 ; 295.87
212 ; 266.59
216 ; 234.70
220 ; 215.53
224 ; 202.52
228 ; 185.71
232 ; 180.26
236 ; 184.34
240 ; 153.79
244 ; 157.48
248 ; 155.68
252 ; 172.70
256 ; 163.33
260 ; 135.96
264 ; 124.08
268 ; 133.12
272 ; 118.46
276 ; 137.64
280 ; 132.08
284 ; 124.80
288 ; 109.65
292 ; 98.36
296 ; 103.15
300 ; 107.39
304 ; 91.84
308 ; 83.58
312 ; 92.96
316 ; 105.93
320 ; 88.07
324 ; 85.48
328 ; 84.48
332 ; 84.60
336 ; 69.02
340 ; 94.85
344 ; 90.24
348 ; 83.67
352 ; 86.28
356 ; 79.01
360 ; 70.66
364 ; 79.43
368 ; 86.31
372 ; 81.47
376 ; 67.70
380 ; 59.22
384 ; 87.49
388 ; 91.30
392 ; 82.20
396 ; 82.35
400 ; 70.83
404 ; 77.93
408 ; 77.18
412 ; 98.46
416 ; 91.30
420 ; 75.79
424 ; 67.51
428 ; 74.95
432 ; 79.96
436 ; 71.38
440 ; 77.70
444 ; 60.05
448 ; 59.64
452 ; 69.25
456 ; 86.64
460 ; 72.78
464 ; 56.77
468 ; 62.16
472 ; 61.31
476 ; 68.01
480 ; 68.18
484 ; 80.62
488 ; 58.70
492 ; 71.56
496 ; 61.41
500 ; 70.22
504 ; 64.97
508 ; 47.95
512 ; 54.46
516 ; 55.73
520 ; 73.03
524 ; 80.19
528 ; 78.30
532 ; 62.41
536 ; 70.23
540 ; 65.35
544 ; 68.11
548 ; 63.44
552 ; 55.81
556 ; 73.27
560 ; 73.76
564 ; 78.78
568 ; 75.45
572 ; 55.88
576 ; 64.91
580 ; 66.01
584 ; 77.42
588 ; 72.35
592 ; 72.08
596 ; 56.68
600 ; 73.51
604 ; 62.13
608 ; 76.91
612 ; 68.02
616 ; 44.27
620 ; 53.74
624 ; 61.25
628 ; 60.87
632 ; 52.72
636 ; 43.03
640 ; 41.66
644 ; 67.45
648 ; 52.77
652 ; 47.87
656 ; 29.52
660 ; 43.70
664 ; 47.19
668 ; 52.95
672 ; 46.41
676 ; 33.33
680 ; 38.00
684 ; 38.27
688 ; 48.59
692 ; 57.81
696 ; 65.05
700 ; 45.20
704 ; 74.92
708 ; 100.37
712 ; 166.47
716 ; 160.44
720 ; 163.11
724 ; 142.70
728 ; 101.25
732 ; 120.06
736 ; 200.33
740 ; 286.64
744 ; 284.83
748 ; 191.43
752 ; 110.01
756 ; 55.01
760 ; 45.32
764 ; 51.02
768 ; 50.22
772 ; 56.88
776 ; 36.74
780 ; 24.88
784 ; 30.22
788 ; 49.13
792 ; 42.16
796 ; 28.74
800 ; 12.14
804 ; 36.07
808 ; 55.76
812 ; 51.57
816 ; 33.86
820 ; 32.28
824 ; 29.49
828 ; 28.05
832 ; 36.15
836 ; 16.01
840 ; 33.17
844 ; 32.62
848 ; 48.88
852 ; 59.36
856 ; 1.10
860 ; 5.51
864 ; 16.93
868 ; 49.07
872 ; 38.69
876 ; 25.23
880 ; 35.51
884 ; 41.20
888 ; 28.64
892 ; 28.35
896 ; 7.55
900 ; 35.14
904 ; 62.16
908 ; 45.52
912 ; 37.71
916 ; 9.97
920 ; 36.97
924 ; 40.37
928 ; 32.06
932 ; 12.05
936 ; 6.26
940 ; 50.17
944 ; 68.01
948 ; 57.69
952 ; 15.35
956 ; 35.88
960 ; 61.05
964 ; 28.87
968 ; 29.13
972 ; 35.84
976 ; 26.97
980 ; 67.37
984 ; 51.07
988 ; 37.07
992 ; 48.04
996 ; 56.89
1000 ; 68.29
1004 ; 55.83
1008 ; 57.63
1012 ; 56.34
1016 ; 60.62
1020 ; 83.33
1024 ; 106.79
1028 ; 119.54
1032 ; 225.26
1036 ; 403.81
1040 ; 1125.58
1044 ; 3466.49
1048 ; 5223.03
1052 ; 3441.95
1056 ; 1347.69
1060 ; 552.14
1064 ; 258.40
1068 ; 168.28
1072 ; 132.26
1076 ; 82.17
1080 ; 62.86
1084 ; 55.95
1088 ; 73.18
1092 ; 39.53
1096 ; 46.75
1100 ; 39.59
1104 ; 37.43
1108 ; 61.40
1112 ; 56.38
1116 ; 32.24
1120 ; 24.57
1124 ; 68.16
1128 ; 78.09
1132 ; 43.81
1136 ; 23.85
1140 ; 48.32
1144 ; 50.55
1148 ; 34.74
1152 ; 12.87
1156 ; 23.33
1160 ; 40.04
1164 ; 28.61
1168 ; 9.15
1172 ; -9.31
1176 ; 13.30
1180 ; 43.81
1184 ; 36.41
1188 ; 17.41
1192 ; 48.60
1196 ; 43.39
1200 ; 18.19
1204 ; -3.46
1208 ; 30.99
1212 ; 61.71
1216 ; 38.13
1220 ; 39.26
1224 ; 5.94
1228 ; 66.16
1232 ; 25.11
1236 ; 25.63
1240 ; -3.08
1244 ; 55.36
1248 ; 32.53
1252 ; -1.21
1256 ; 9.75
1260 ; 12.75
1264 ; 38.66
1268 ; 41.17
1272 ; 3.12
1276 ; 64.68
1280 ; 66.31
1284 ; 58.40
1288 ; 11.60
1292 ; 26.29
1296 ; 73.34
1300 ; 61.88
1304 ; 15.95
1308 ; 23.67
1312 ; 35.36
1316 ; 30.32
1320 ; 30.58
1324 ; 43.72
1328 ; 61.34
1332 ; 61.99
1336 ; 69.50
1340 ; 106.48
1344 ; 159.74
1348 ; 120.65
1352 ; 132.59
1356 ; 102.52
1360 ; 154.91
1364 ; 121.05
1368 ; 72.85
1372 ; 106.03
1376 ; 102.74
1380 ; 64.56
1384 ; 65.63
1388 ; -1.05
1392 ; 6.46
1396 ; 95.79
1400 ; 76.82
1404 ; 17.67
1408 ; 95.29
1412 ; 85.33
1416 ; 91.55
1420 ; 85.82
1424 ; 126.86
1428 ; 118.06
1432 ; 122.81
1436 ; 100.30
1440 ; 133.51
1444 ; 115.03
1448 ; 127.15
1452 ; 101.79
1456 ; 113.89
1460 ; 86.05
1464 ; 89.44
1468 ; 114.78
1472 ; 114.87
1476 ; 83.03
1480 ; 51.67
1484 ; 27.20
1488 ; 71.57
1492 ; 54.13
1496 ; 40.83
1500 ; 48.06
1504 ; 91.90
1508 ; 13.76
1512 ; 11.19
1516 ; 14.86
1520 ; 67.60
1524 ; 28.35
1528 ; -41.48
1532 ; -7.99
1536 ; 62.90
1540 ; -18.67
1544 ; -22.12
1548 ; 71.88
1552 ; 102.20
1556 ; 52.50
1560 ; 13.71
1564 ; 39.95
1568 ; 40.27
1572 ; 2.25
1576 ; 7.91
1580 ; 84.36
1584 ; 40.37
1588 ; 31.30
1592 ; 38.55
1596 ; 67.45
1600 ; 5.78
1604 ; 35.09
1608 ; 48.98
1612 ; 94.34
1616 ; 52.45
1620 ; 37.81
1624 ; 85.60
1628 ; 41.24
1632 ; 111.45
1636 ; 51.51
1640 ; 152.63
1644 ; 115.43
1648 ; 19.09
1652 ; 88.26
1656 ; 126.85
1660 ; 90.03
1664 ; -23.22
1668 ; 38.94
1672 ; 28.88
1676 ; 3.09
1680 ; 51.59
1684 ; 68.36
1688 ; 16.58
1692 ; -44.65
1696 ; 35.19
1700 ; 94.20
1704 ; -0.39
1708 ; 23.96
1712 ; 66.88
1716 ; 29.64
1720 ; -10.20
1724 ; 27.55
1728 ; 31.65
1732 ; 50.24
1736 ; 66.23
1740 ; 15.40
1744 ; 38.34
1748 ; -6.41
1752 ; -0.12
1756 ; 26.35
1760 ; 3.72
1764 ; 57.31
1768 ; 125.81
1772 ; 73.41
1776 ; -6.35
1780 ; 20.30
1784 ; 3.33
1788 ; -33.14
1792 ; 51.01
1796 ; 66.44
1800 ; -26.51
1804 ; -4.90
1808 ; 28.19
1812 ; 5.38
1816 ; -4.98
1820 ; -10.11
1824 ; 29.47
1828 ; 72.07
1832 ; -43.16
1836 ; -2.52
1840 ; 42.67
1844 ; 24.02
1848 ; 98.26
1852 ; 21.63
1856 ; -29.50
1860 ; -16.57
1864 ; -11.93
1868 ; -30.00
1872 ; 33.47
1876 ; 43.62
1880 ; -40.14
1884 ; -119.44
1888 ; 19.80
1892 ; 8.46
1896 ; 65.90
1900 ; -37.08
1904 ; 136.54
1908 ; -55.28
1912 ; 70.01
1916 ; 104.10
1920 ; -13.22
1924 ; 48.03
1928 ; 22.80
1932 ; -0.48
1936 ; -36.05
1940 ; 71.03
1944 ; 34.53
1948 ; -38.33
1952 ; 18.17
1956 ; 149.86
1960 ; -41.69
1964 ; 40.01
1968 ; 126.58
1972 ; 3.05
1976 ; -29.52
1980 ; 66.14
1984 ; 58.18
1988 ; -18.04
1992 ; 60.65
1996 ; -110.25
2000 ; 9.38
2004 ; -44.67
2008 ; 11.65
2012 ; -48.21
2016 ; 87.67
2020 ; 52.70
2024 ; -55.68
2028 ; 53.05
2032 ; 194.65
2036 ; -74.10
2040 ; 81.98
2044 ; 72.03
2048 ; -154.26
2052 ; 171.76
2056 ; 212.90
2060 ; -56.90
2064 ; 3.04
2068 ; 81.78
2072 ; -6.38
2076 ; 36.30
2080 ; 79.85
2084 ; -74.77
2088 ; 51.48
2092 ; 38.94
2096 ; -45.83
2100 ; -63.18
2104 ; 101.39
2108 ; 23.40
2112 ; 109.88
2116 ; 124.55
2120 ; 7.70
2124 ; -36.84
2128 ; 26.34
2132 ; -173.69
2136 ; 105.90
2140 ; -63.33
2144 ; 30.26
2148 ; 200.39
2152 ; 56.68
2156 ; -37.99
2160 ; 140.47
2164 ; 75.67
2168 ; 101.50
2172 ; 93.85
2176 ; -74.29
2180 ; -68.81
2184 ; 187.95
2188 ; -80.96
2192 ; 63.66
2196 ; 227.63
2200 ; -14.62
2204 ; 193.11
2208 ; 128.21
2212 ; -122.47
2216 ; 66.03
2220 ; -188.95
2224 ; -24.35
2228 ; 149.98
2232 ; 140.69
2236 ; -150.72
2240 ; -149.35
2244 ; -57.44
2248 ; 45.62
2252 ; 181.90
2256 ; -84.05
2260 ; -22.43
2264 ; -14.17
2268 ; 103.33
2272 ; 60.03
2276 ; -196.80
2280 ; 87.66
2284 ; 35.24
2288 ; -14.29
2292 ; 83.33
2296 ; -7.50
2300 ; -196.32
2304 ; 367.16
2308 ; -183.69
2312 ; -197.17
2316 ; 477.27
2320 ; -177.27
2324 ; 70.68
2328 ; 85.66
2332 ; -100.48
2336 ; 228.10
2340 ; -217.00
2344 ; 30.70
2348 ; 238.70
2352 ; 28.87
2356 ; 249.72
2360 ; -262.24
2364 ; 19.84
2368 ; 293.03
2372 ; -157.66
2376 ; 107.54
2380 ; -210.04
2384 ; 143.07
2388 ; 123.12
2392 ; -41.31
2396 ; 155.73
2400 ; -266.83
2404 ; -173.53
2408 ; 207.21
2412 ; -165.39
2416 ; -44.14
2420 ; -258.73
2424 ; -193.49
2428 ; -16.54
2432 ; -230.43
2436 ; 69.42
2440 ; -157.60
2444 ; 350.38
2448 ; 194.52
2452 ; -362.19
2456 ; 298.04
2460 ; -151.16
2464 ; 130.91
2468 ; 259.33
2472 ; -40.69
2476 ; 453.91
2480 ; -201.35
2484 ; 1.89
2488 ; 93.45
2492 ; -225.71
2496 ; -313.19
2500 ; 27.64
