Raman Shift ; Dark Subtracted
176 ; 1831.05
180 ; 1558.05
184 ; 1318.50
188 ; 1169.31
192 ; 1026.13
196 ; 936.48
200 ; 871.94
204 ; 803.96
208 ; 739.37
212 ; 676.13
216 ; 612.31
220 ; 559.24
224 ; 553.50
228 ; 518.08
232 ; 469.40
236 ; 483.75
240 ; 449.61
244 ; 465.43
248 ; 446.50
252 ; 421.20
256 ; 416.49
260 ; 375.92
264 ; 390.19
268 ; 372.49
272 ; 368.95
276 ; 349.75
280 ; 345.00
284 ; 322.97
288 ; 330.76
292 ; 306.88
296 ; 318.42
300 ; 317.04
304 ; 280.22
308 ; 285.56
312 ; 280.66
316 ; 274.75
320 ; 300.65
324 ; 278.68
328 ; 266.30
332 ; 269.89
336 ; 269.84
340 ; 297.72
344 ; 288.95
348 ; 272.05
352 ; 267.02
356 ; 268.26
360 ; 278.06
364 ; 278.08
368 ; 267.37
372 ; 274.91
376 ; 277.05
380 ; 269.93
384 ; 264.23
388 ; 284.84
392 ; 266.56
396 ; 266.23
400 ; 282.81
404 ; 290.56
408 ; 277.78
412 ; 271.68
416 ; 253.02
420 ; 248.51
424 ; 277.68
428 ; 282.27
432 ; 268.01
436 ; 259.22
440 ; 262.17
444 ; 249.01
448 ; 248.34
452 ; 260.82
456 ; 243.52
460 ; 227.36
464 ; 235.44
468 ; 242.15
472 ; 222.89
476 ; 255.31
480 ; 232.01
484 ; 233.10
488 ; 243.62
492 ; 242.39
496 ; 231.98
500 ; 209.77
504 ; 216.44
508 ; 217.33
512 ; 207.55
516 ; 213.34
520 ; 219.01
524 ; 205.41
528 ; 220.12
532 ; 203.21
536 ; 212.97
540 ; 217.94
544 ; 225.76
548 ; 217.55
552 ; 216.31
556 ; 217.82
560 ; 227.95
564 ; 241.25
568 ; 220.55
572 ; 228.34
576 ; 216.84
580 ; 229.09
584 ; 227.96
588 ; 232.56
592 ; 225.37
596 ; 229.55
600 ; 238.84
604 ; 220.24
608 ; 216.52
612 ; 209.14
616 ; 178.74
620 ; 178.30
624 ; 192.93
628 ; 174.55
632 ; 192.95
636 ; 179.04
640 ; 191.49
644 ; 181.65
648 ; 178.21
652 ; 146.55
656 ; 170.37
660 ; 159.35
664 ; 171.97
668 ; 168.75
672 ; 169.77
676 ; 151.36
680 ; 153.16
684 ; 176.96
688 ; 163.45
692 ; 158.63
696 ; 192.00
700 ; 193.32
704 ; 255.51
708 ; 356.51
712 ; 482.76
716 ; 538.00
720 ; 464.66
724 ; 321.85
728 ; 276.21
732 ; 330.58
736 ; 555.56
740 ; 806.11
744 ; 809.92
748 ; 579.85
752 ; 311.98
756 ; 203.16
760 ; 172.69
764 ; 155.42
768 ; 150.59
772 ; 141.81
776 ; 125.46
780 ; 139.26
784 ; 144.32
788 ; 123.90
792 ; 122.75
796 ; 141.28
800 ; 138.23
804 ; 129.61
808 ; 129.30
812 ; 126.58
816 ; 132.48
820 ; 160.66
824 ; 141.16
828 ; 136.96
832 ; 133.79
836 ; 117.06
840 ; 123.08
844 ; 124.52
848 ; 116.58
852 ; 116.33
856 ; 121.16
860 ; 125.48
864 ; 131.70
868 ; 117.45
872 ; 111.85
876 ; 133.76
880 ; 132.53
884 ; 148.74
888 ; 110.27
892 ; 122.78
896 ; 137.89
900 ; 138.70
904 ; 91.53
908 ; 131.51
912 ; 104.80
916 ; 113.49
920 ; 120.34
924 ; 150.73
928 ; 123.35
932 ; 98.71
936 ; 121.18
940 ; 148.08
944 ; 103.92
948 ; 137.33
952 ; 126.93
956 ; 109.69
960 ; 138.86
964 ; 130.77
968 ; 138.04
972 ; 141.27
