Raman Shift ; Dark Subtracted
176 ; 2443.99
180 ; 2072.91
184 ; 1754.66
188 ; 1515.15
192 ; 1291.70
196 ; 1148.57
200 ; 1035.97
204 ; 931.62
208 ; 878.77
212 ; 808.63
216 ; 753.47
220 ; 695.78
224 ; 653.25
228 ; 616.82
232 ; 609.65
236 ; 571.20
240 ; 536.08
244 ; 557.90
248 ; 530.40
252 ; 520.22
256 ; 474.18
260 ; 469.70
264 ; 438.68
268 ; 427.75
272 ; 409.02
276 ; 380.96
280 ; 386.30
284 ; 367.93
288 ; 354.70
292 ; 346.80
296 ; 336.59
300 ; 339.95
304 ; 321.53
308 ; 309.09
312 ; 297.36
316 ; 300.43
320 ; 286.63
324 ; 305.77
328 ; 272.34
332 ; 282.70
336 ; 271.15
340 ; 276.97
344 ; 283.84
348 ; 267.11
352 ; 273.23
356 ; 275.41
360 ; 274.71
364 ; 290.13
368 ; 280.73
372 ; 279.37
376 ; 259.38
380 ; 266.50
384 ; 261.01
388 ; 291.94
392 ; 288.50
396 ; 276.75
400 ; 273.70
404 ; 277.15
408 ; 277.41
412 ; 272.96
416 ; 264.98
420 ; 261.44
424 ; 260.07
428 ; 273.72
432 ; 249.74
436 ; 260.95
440 ; 260.61
444 ; 245.72
448 ; 239.42
452 ; 247.72
456 ; 236.07
460 ; 225.00
464 ; 226.03
468 ; 234.05
472 ; 213.95
476 ; 235.48
480 ; 234.74
484 ; 211.09
488 ; 225.57
492 ; 219.22
496 ; 213.96
500 ; 241.59
504 ; 234.60
508 ; 218.75
512 ; 235.50
516 ; 232.54
520 ; 237.84
524 ; 222.79
528 ; 214.41
532 ; 232.58
536 ; 237.29
540 ; 250.72
544 ; 249.01
548 ; 230.11
552 ; 217.22
556 ; 227.66
560 ; 254.09
564 ; 259.35
568 ; 252.22
572 ; 239.37
576 ; 236.22
580 ; 239.21
584 ; 254.24
588 ; 251.37
592 ; 248.92
596 ; 236.62
600 ; 227.10
604 ; 249.21
608 ; 238.73
612 ; 227.12
616 ; 221.05
620 ; 212.20
624 ; 200.90
628 ; 205.96
632 ; 202.85
636 ; 199.22
640 ; 192.94
644 ; 189.67
648 ; 182.16
652 ; 174.91
656 ; 155.17
660 ; 199.43
664 ; 171.17
668 ; 176.30
672 ; 160.70
676 ; 159.31
680 ; 158.85
684 ; 174.09
688 ; 178.10
692 ; 175.44
696 ; 179.74
700 ; 206.25
704 ; 241.32
708 ; 327.92
712 ; 469.86
716 ; 486.03
720 ; 433.33
724 ; 304.22
728 ; 258.83
732 ; 273.18
