Raman Shift ; Dark Subtracted
176 ; 3760.20
180 ; 3568.47
184 ; 3264.95
188 ; 3211.31
192 ; 3240.89
196 ; 3319.24
200 ; 3365.90
204 ; 3258.22
208 ; 3099.29
212 ; 3119.30
216 ; 3236.66
220 ; 3264.63
224 ; 3130.30
228 ; 2865.52
232 ; 2642.76
236 ; 2466.90
240 ; 2177.49
244 ; 1839.56
248 ; 1605.90
252 ; 1440.85
256 ; 1308.45
260 ; 1293.76
264 ; 1358.10
268 ; 1314.61
272 ; 1170.38
276 ; 1048.09
280 ; 1002.68
284 ; 1035.40
288 ; 1080.04
292 ; 1120.61
296 ; 1202.62
300 ; 1266.99
304 ; 1222.84
308 ; 1139.46
312 ; 1111.73
316 ; 1184.07
320 ; 1296.29
324 ; 1295.29
328 ; 1182.94
332 ; 1060.18
336 ; 1076.78
340 ; 1238.50
344 ; 1270.34
348 ; 1207.51
352 ; 1326.93
356 ; 1459.11
360 ; 1369.76
364 ; 1216.21
368 ; 1115.72
372 ; 1035.89
376 ; 944.27
380 ; 831.60
384 ; 766.67
388 ; 814.32
392 ; 977.45
396 ; 1058.97
400 ; 779.68
404 ; 507.87
408 ; 602.67
412 ; 722.49
416 ; 715.23
420 ; 763.41
424 ; 820.54
428 ; 770.96
432 ; 713.47
436 ; 709.05
440 ; 705.56
444 ; 710.40
448 ; 743.69
452 ; 700.70
456 ; 573.81
460 ; 558.90
464 ; 653.84
468 ; 720.08
472 ; 735.16
476 ; 699.66
480 ; 598.39
484 ; 554.70
488 ; 718.69
492 ; 851.97
496 ; 786.79
500 ; 694.59
504 ; 658.30
508 ; 665.13
512 ; 691.91
516 ; 706.47
520 ; 670.27
524 ; 645.08
528 ; 715.15
532 ; 762.61
536 ; 725.83
540 ; 705.08
544 ; 679.88
548 ; 593.06
552 ; 549.78
556 ; 588.48
560 ; 623.92
564 ; 641.01
568 ; 648.58
572 ; 613.34
576 ; 560.46
580 ; 560.50
584 ; 560.55
588 ; 510.74
592 ; 464.00
596 ; 460.12
600 ; 500.45
604 ; 505.10
608 ; 458.75
612 ; 462.02
616 ; 530.11
620 ; 605.80
624 ; 578.43
628 ; 496.94
632 ; 523.64
636 ; 524.37
640 ; 427.18
644 ; 431.17
648 ; 516.59
652 ; 548.80
656 ; 517.01
660 ; 485.36
664 ; 553.06
668 ; 718.02
672 ; 868.75
676 ; 806.28
680 ; 681.04
684 ; 719.80
688 ; 753.66
692 ; 724.64
696 ; 732.53
700 ; 782.40
704 ; 865.78
708 ; 1005.00
712 ; 1245.20
716 ; 1589.63
720 ; 1914.55
724 ; 2100.84
728 ; 2081.94
732 ; 1895.14
736 ; 1623.65
740 ; 1361.59
744 ; 1092.07
748 ; 825.84
752 ; 661.86
756 ; 548.55
760 ; 415.19
764 ; 313.23
768 ; 269.93
772 ; 285.88
776 ; 357.99
780 ; 421.50
784 ; 387.77
788 ; 285.96
792 ; 225.87
796 ; 318.63
800 ; 386.01
804 ; 319.64
808 ; 249.16
812 ; 311.52
816 ; 454.82
820 ; 367.13
824 ; 263.76
828 ; 380.16
832 ; 411.01
836 ; 372.93
840 ; 389.03
844 ; 265.44
848 ; 160.42
852 ; 319.58
856 ; 409.56
860 ; 311.91
864 ; 172.86
868 ; 147.48
872 ; 242.65
876 ; 333.94
880 ; 313.22
884 ; 196.72
888 ; 118.98
892 ; 201.47
896 ; 352.76
900 ; 355.00
904 ; 327.38
908 ; 309.67
912 ; 224.65
916 ; 215.35
920 ; 335.94
924 ; 481.72
928 ; 514.13
932 ; 380.93
936 ; 181.27
940 ; 220.64
944 ; 329.57
948 ; 120.24
952 ; 127.66
956 ; 337.45
960 ; 309.35
964 ; 346.33
968 ; 466.53
972 ; 452.22
976 ; 397.72
980 ; 367.56
984 ; 366.29
988 ; 389.72
992 ; 375.16
996 ; 318.53
1000 ; 375.73
1004 ; 478.71
1008 ; 494.24
1012 ; 408.53
1016 ; 364.73
1020 ; 462.79
1024 ; 642.19
1028 ; 734.01
1032 ; 843.47
1036 ; 1258.29
1040 ; 1759.85
1044 ; 2727.58
1048 ; 7517.19
1052 ; 24266.94
1056 ; 41382.67
1060 ; 41590.43
1064 ; 24800.58
1068 ; 8230.93
1072 ; 2880.82
1076 ; 1530.59
1080 ; 1208.03
1084 ; 1051.45
1088 ; 714.73
1092 ; 581.64
1096 ; 603.84
1100 ; 532.02
1104 ; 558.25
1108 ; 548.69
1112 ; 424.35
1116 ; 409.33
1120 ; 466.26
1124 ; 559.18
1128 ; 663.56
1132 ; 566.08
1136 ; 423.10
1140 ; 393.46
1144 ; 257.12
1148 ; 221.77
1152 ; 367.44
1156 ; 457.46
1160 ; 391.03
1164 ; 274.88
1168 ; 284.95
1172 ; 445.05
1176 ; 438.03
1180 ; 270.81
1184 ; 313.59
1188 ; 393.02
