Raman Shift ; Dark Subtracted
176 ; 4494.34
180 ; 4339.93
184 ; 4072.07
188 ; 3969.85
192 ; 3785.80
196 ; 3739.49
200 ; 3868.45
204 ; 3923.66
208 ; 3911.57
212 ; 4006.18
216 ; 4037.99
220 ; 3810.54
224 ; 3582.96
228 ; 3482.25
232 ; 3212.23
236 ; 2755.52
240 ; 2397.24
244 ; 2147.16
248 ; 1896.32
252 ; 1707.37
256 ; 1610.74
260 ; 1475.74
264 ; 1337.04
268 ; 1408.93
272 ; 1518.27
276 ; 1353.60
280 ; 1176.59
284 ; 1236.81
288 ; 1336.02
292 ; 1387.66
296 ; 1494.98
300 ; 1541.32
304 ; 1353.86
308 ; 1159.77
312 ; 1166.20
316 ; 1276.79
320 ; 1367.90
324 ; 1349.42
328 ; 1328.98
332 ; 1430.79
336 ; 1408.68
340 ; 1197.90
344 ; 1228.75
348 ; 1436.99
352 ; 1367.00
356 ; 1252.75
360 ; 1407.40
364 ; 1486.83
368 ; 1330.22
372 ; 1169.11
376 ; 1092.95
380 ; 1075.22
384 ; 1054.77
388 ; 1007.70
392 ; 997.25
396 ; 1038.30
400 ; 1089.28
404 ; 1082.88
408 ; 986.10
412 ; 879.05
416 ; 815.64
420 ; 793.34
424 ; 810.57
428 ; 851.37
432 ; 843.76
436 ; 803.10
440 ; 864.99
444 ; 941.65
448 ; 869.00
452 ; 769.26
456 ; 751.72
460 ; 776.11
464 ; 798.80
468 ; 789.65
472 ; 747.80
476 ; 703.91
480 ; 725.79
484 ; 782.23
488 ; 782.95
492 ; 741.94
496 ; 715.40
500 ; 766.84
504 ; 812.93
508 ; 725.21
512 ; 677.34
516 ; 759.88
520 ; 787.96
524 ; 779.41
528 ; 860.31
532 ; 924.32
536 ; 898.92
540 ; 860.81
544 ; 860.07
548 ; 895.64
552 ; 873.26
556 ; 795.18
560 ; 794.33
564 ; 820.88
568 ; 768.25
572 ; 649.22
576 ; 521.71
580 ; 455.57
584 ; 475.19
588 ; 575.37
592 ; 716.96
596 ; 764.37
600 ; 590.25
604 ; 408.27
608 ; 427.51
612 ; 680.16
616 ; 798.86
620 ; 544.92
624 ; 575.56
628 ; 892.34
632 ; 846.44
636 ; 634.00
640 ; 568.03
644 ; 616.86
648 ; 715.42
652 ; 772.16
656 ; 629.46
660 ; 462.62
664 ; 669.11
668 ; 832.04
672 ; 696.38
676 ; 757.62
680 ; 925.13
684 ; 878.78
688 ; 781.53
692 ; 740.59
696 ; 729.60
700 ; 750.00
704 ; 829.00
708 ; 1004.00
712 ; 1204.52
716 ; 1408.63
720 ; 1803.47
724 ; 2170.62
728 ; 2134.71
732 ; 1909.64
736 ; 1643.73
740 ; 1314.89
744 ; 1093.68
748 ; 974.50
752 ; 661.53
756 ; 460.82
760 ; 622.16
764 ; 671.93
768 ; 611.28
772 ; 646.29
776 ; 497.00
780 ; 299.05
784 ; 427.16
788 ; 454.46
792 ; 300.44
796 ; 388.47
800 ; 484.55
804 ; 412.94
808 ; 387.36
812 ; 484.74
816 ; 594.96
820 ; 459.54
824 ; 259.90
828 ; 232.72
832 ; 237.84
836 ; 285.76
840 ; 411.91
844 ; 419.04
848 ; 355.52
852 ; 374.49
856 ; 349.80
860 ; 312.05
864 ; 365.55
868 ; 311.41
872 ; 272.06
876 ; 520.10
880 ; 628.99
884 ; 447.05
888 ; 244.09
892 ; 259.93
896 ; 407.86
900 ; 392.65
904 ; 331.11
908 ; 308.31
912 ; 289.54
916 ; 332.71
920 ; 370.15
924 ; 274.19
928 ; 274.80
932 ; 397.98
936 ; 432.02
940 ; 372.72
944 ; 357.78
948 ; 495.01
952 ; 512.46
956 ; 404.79
960 ; 396.93
964 ; 459.12
968 ; 475.29
972 ; 391.22
976 ; 376.32
980 ; 379.29
984 ; 314.24
988 ; 415.72
992 ; 586.75
996 ; 622.01
1000 ; 564.57
1004 ; 506.60
1008 ; 465.67
1012 ; 360.52
1016 ; 371.05
1020 ; 545.36
1024 ; 663.16
1028 ; 779.06
1032 ; 972.17
1036 ; 1252.80
1040 ; 1678.82
1044 ; 2842.34
1048 ; 7753.32
1052 ; 23208.38
1056 ; 37375.36
1060 ; 34934.20
1064 ; 19691.89
1068 ; 6138.90
1072 ; 2184.47
1076 ; 1458.69
1080 ; 1111.68
1084 ; 788.83
1088 ; 880.00
1092 ; 816.09
1096 ; 574.04
1100 ; 536.10
1104 ; 721.65
1108 ; 761.83
1112 ; 563.01
1116 ; 558.10
1120 ; 627.63
1124 ; 618.04
1128 ; 541.49
1132 ; 467.61
1136 ; 465.13
1140 ; 497.51
1144 ; 406.51
1148 ; 381.02
1152 ; 395.07
1156 ; 200.72
1160 ; 149.15
1164 ; 299.83
1168 ; 403.34
1172 ; 269.63
1176 ; 268.90
1180 ; 445.10
1184 ; 384.64
1188 ; 274.18
1192 ; 312.49
1196 ; 416.63
1200 ; 262.77
1204 ; 204.22
1208 ; 292.46
1212 ; 211.71
1216 ; 170.60
1220 ; 220.17
1224 ; 269.91
1228 ; 260.01
1232 ; 275.89
1236 ; 370.76
1240 ; 455.01
1244 ; 338.33
1248 ; 285.17
1252 ; 313.17
1256 ; 199.51
1260 ; 223.99
1264 ; 329.47
1268 ; 356.25
1272 ; 302.28
