Raman Shift ; Dark Subtracted
176 ; 3933.57
180 ; 3809.66
184 ; 3611.90
188 ; 3516.53
192 ; 3264.65
196 ; 3177.25
200 ; 3346.26
204 ; 3480.40
208 ; 3481.28
212 ; 3424.49
216 ; 3371.64
220 ; 3357.21
224 ; 3337.66
228 ; 3244.07
232 ; 2998.89
236 ; 2642.97
240 ; 2325.37
244 ; 2075.42
248 ; 1865.24
252 ; 1711.02
256 ; 1604.40
260 ; 1465.92
264 ; 1301.31
268 ; 1211.29
272 ; 1177.31
276 ; 1131.31
280 ; 1134.65
284 ; 1218.40
288 ; 1250.61
292 ; 1176.86
296 ; 1068.46
300 ; 1053.01
304 ; 1227.36
308 ; 1406.82
312 ; 1411.17
316 ; 1255.20
320 ; 1084.03
324 ; 1122.82
328 ; 1238.64
332 ; 1199.83
336 ; 1180.75
340 ; 1291.86
344 ; 1337.39
348 ; 1335.97
352 ; 1474.73
356 ; 1559.34
360 ; 1398.88
364 ; 1304.03
368 ; 1358.81
372 ; 1254.83
376 ; 1051.34
380 ; 980.22
384 ; 923.03
388 ; 806.98
392 ; 828.33
396 ; 957.67
400 ; 967.11
404 ; 857.61
408 ; 737.28
412 ; 740.50
416 ; 843.44
420 ; 853.54
424 ; 758.06
428 ; 665.29
432 ; 750.61
436 ; 964.17
440 ; 954.09
444 ; 777.10
448 ; 689.35
452 ; 655.48
456 ; 623.71
460 ; 637.98
464 ; 702.46
468 ; 777.18
472 ; 791.09
476 ; 728.74
480 ; 684.09
484 ; 694.85
488 ; 735.79
492 ; 738.60
496 ; 705.39
500 ; 771.77
504 ; 821.16
508 ; 647.96
512 ; 554.83
516 ; 672.59
520 ; 625.84
524 ; 532.21
528 ; 728.79
532 ; 864.31
536 ; 726.56
540 ; 595.65
544 ; 586.60
548 ; 667.93
552 ; 742.21
556 ; 771.09
560 ; 792.03
564 ; 695.81
568 ; 441.46
572 ; 386.12
576 ; 595.06
580 ; 786.48
584 ; 810.75
588 ; 675.72
592 ; 591.84
596 ; 574.59
600 ; 517.50
604 ; 500.34
608 ; 571.54
612 ; 659.76
616 ; 685.52
620 ; 621.32
624 ; 574.42
628 ; 562.61
632 ; 527.39
636 ; 607.59
640 ; 793.03
644 ; 740.79
648 ; 579.37
652 ; 588.00
656 ; 536.92
660 ; 454.16
664 ; 638.54
668 ; 764.75
672 ; 614.49
676 ; 531.20
680 ; 547.54
684 ; 560.14
688 ; 697.73
692 ; 869.26
696 ; 824.13
700 ; 781.44
704 ; 906.64
708 ; 1074.50
712 ; 1296.97
716 ; 1618.36
720 ; 1963.60
724 ; 2208.85
728 ; 2244.84
732 ; 2079.27
736 ; 1750.84
740 ; 1327.36
744 ; 966.21
748 ; 749.45
752 ; 615.62
756 ; 557.51
760 ; 535.53
764 ; 399.47
768 ; 298.57
772 ; 427.10
776 ; 508.16
780 ; 449.26
784 ; 392.51
788 ; 456.59
792 ; 593.77
796 ; 604.36
800 ; 441.07
804 ; 267.89
808 ; 387.34
812 ; 516.41
816 ; 415.46
820 ; 341.81
824 ; 268.67
828 ; 139.79
832 ; 174.79
836 ; 298.70
840 ; 338.92
844 ; 381.94
848 ; 370.60
852 ; 248.80
856 ; 324.23
860 ; 442.64
864 ; 263.97
868 ; 240.64
872 ; 406.11
876 ; 410.68
880 ; 428.80
884 ; 475.35
888 ; 375.06
892 ; 280.40
896 ; 299.79
900 ; 390.90
904 ; 394.14
908 ; 266.21
912 ; 145.51
916 ; 300.97
920 ; 514.26
924 ; 301.91
928 ; 187.43
932 ; 300.26
936 ; 286.36
940 ; 384.21
944 ; 468.72
948 ; 206.32
952 ; 177.60
956 ; 375.48
960 ; 331.74
964 ; 317.70
968 ; 379.54
972 ; 356.97
976 ; 352.20
980 ; 428.91
984 ; 523.23
988 ; 442.66
992 ; 318.02
996 ; 344.11
1000 ; 429.99
1004 ; 473.91
1008 ; 459.27
1012 ; 469.87
1016 ; 445.92
1020 ; 405.39
1024 ; 514.17
1028 ; 739.01
1032 ; 943.17
1036 ; 1072.93
1040 ; 1533.75
1044 ; 2685.32
1048 ; 6956.34
1052 ; 21331.05
1056 ; 36006.50
1060 ; 36320.42
1064 ; 22222.90
1068 ; 7940.99
1072 ; 2829.12
1076 ; 1479.29
1080 ; 1166.40
1084 ; 1002.85
1088 ; 819.60
1092 ; 732.76
1096 ; 727.05
1100 ; 705.08
1104 ; 681.92
1108 ; 680.56
1112 ; 627.83
1116 ; 426.60
1120 ; 493.02
1124 ; 705.53
1128 ; 592.36
1132 ; 596.08
1136 ; 603.00
1140 ; 425.76
1144 ; 462.08
1148 ; 477.14
1152 ; 383.02
1156 ; 426.85
1160 ; 403.72
1164 ; 347.84
1168 ; 393.84
1172 ; 423.24
1176 ; 417.93
1180 ; 352.95
1184 ; 229.57
1188 ; 325.15
1192 ; 419.69
1196 ; 263.16
1200 ; 189.86
1204 ; 296.02
