Raman Shift ; Dark Subtracted
176 ; 4016.36
180 ; 3864.40
184 ; 3469.81
188 ; 3375.10
192 ; 3480.75
196 ; 3486.75
200 ; 3339.86
204 ; 3380.23
208 ; 3565.57
212 ; 3591.06
216 ; 3482.06
220 ; 3363.42
224 ; 3201.88
228 ; 2973.16
232 ; 2739.65
236 ; 2525.66
240 ; 2306.10
244 ; 2068.06
248 ; 1818.29
252 ; 1605.60
256 ; 1471.28
260 ; 1425.17
264 ; 1390.60
268 ; 1219.78
272 ; 1083.06
276 ; 1230.35
280 ; 1267.24
284 ; 965.42
288 ; 944.88
292 ; 1281.60
296 ; 1319.06
300 ; 1107.60
304 ; 1069.69
308 ; 1209.05
312 ; 1387.38
316 ; 1433.98
320 ; 1314.04
324 ; 1147.68
328 ; 1055.23
332 ; 1105.64
336 ; 1182.10
340 ; 1207.24
344 ; 1264.52
348 ; 1363.87
352 ; 1442.07
356 ; 1488.98
360 ; 1486.25
364 ; 1330.01
368 ; 1109.14
372 ; 1149.03
376 ; 1298.17
380 ; 1207.59
384 ; 1051.48
388 ; 1007.72
392 ; 969.40
396 ; 879.02
400 ; 771.63
404 ; 791.91
408 ; 974.60
412 ; 962.84
416 ; 738.38
420 ; 700.35
424 ; 785.27
428 ; 774.10
432 ; 785.96
436 ; 859.75
440 ; 833.96
444 ; 748.81
448 ; 731.36
452 ; 706.18
456 ; 630.56
460 ; 600.30
464 ; 649.59
468 ; 742.35
472 ; 774.84
476 ; 707.46
480 ; 642.64
484 ; 621.58
488 ; 629.96
492 ; 676.18
496 ; 738.09
500 ; 732.39
504 ; 682.73
508 ; 673.71
512 ; 676.30
516 ; 652.73
520 ; 608.20
524 ; 563.52
528 ; 548.21
532 ; 598.89
536 ; 701.08
540 ; 762.11
544 ; 731.73
548 ; 646.60
552 ; 735.63
556 ; 960.85
560 ; 937.52
564 ; 756.36
568 ; 667.79
572 ; 650.64
576 ; 632.76
580 ; 559.81
584 ; 500.74
588 ; 496.65
592 ; 444.23
596 ; 410.43
600 ; 535.29
604 ; 659.45
608 ; 653.65
612 ; 558.00
616 ; 525.73
620 ; 647.43
624 ; 701.18
628 ; 630.28
632 ; 571.94
636 ; 533.95
640 ; 497.81
644 ; 483.33
648 ; 556.23
652 ; 719.88
656 ; 711.80
660 ; 591.77
664 ; 713.74
668 ; 865.31
672 ; 803.55
676 ; 615.08
680 ; 520.05
684 ; 657.17
688 ; 758.64
692 ; 741.50
696 ; 751.42
700 ; 830.09
704 ; 963.97
708 ; 1108.31
712 ; 1196.31
716 ; 1258.53
720 ; 1548.32
724 ; 1907.14
728 ; 1992.72
732 ; 1986.31
736 ; 1872.56
740 ; 1420.11
744 ; 1056.78
748 ; 1001.86
752 ; 865.90
756 ; 635.72
760 ; 465.92
764 ; 416.01
768 ; 415.28
772 ; 374.80
776 ; 377.17
780 ; 407.34
784 ; 371.75
788 ; 318.18
792 ; 341.96
796 ; 492.50
800 ; 518.56
804 ; 389.80
808 ; 456.08
812 ; 544.49
816 ; 481.15
820 ; 478.69
824 ; 486.72
828 ; 394.70
832 ; 296.82
836 ; 275.91
840 ; 346.02
844 ; 404.44
848 ; 371.82
852 ; 294.02
856 ; 461.29
860 ; 629.53
864 ; 372.70
868 ; 211.02
872 ; 281.70
876 ; 290.74
880 ; 290.57
884 ; 357.59
888 ; 467.07
892 ; 446.71
896 ; 387.08
900 ; 519.83
904 ; 464.01
908 ; 208.97
912 ; 187.35
916 ; 440.68
920 ; 627.33
924 ; 380.14
928 ; 298.58
932 ; 435.88
936 ; 288.61
940 ; 197.36
944 ; 280.69
948 ; 318.82
952 ; 334.38
956 ; 356.71
960 ; 382.80
964 ; 440.07
968 ; 485.43
972 ; 473.37
976 ; 504.51
980 ; 496.62
984 ; 381.65
988 ; 430.31
992 ; 442.79
996 ; 260.41
1000 ; 351.16
1004 ; 509.67
1008 ; 469.79
1012 ; 457.34
1016 ; 508.39
1020 ; 551.40
1024 ; 531.80
1028 ; 561.19
1032 ; 729.93
1036 ; 1077.40
1040 ; 1729.13
1044 ; 2545.13
1048 ; 5660.14
1052 ; 18808.06
1056 ; 34627.92
1060 ; 38703.45
1064 ; 25571.24
1068 ; 9716.52
1072 ; 3101.07
1076 ; 1578.16
1080 ; 1348.09
1084 ; 993.85
1088 ; 897.44
1092 ; 860.31
1096 ; 779.90
1100 ; 715.51
1104 ; 681.67
1108 ; 543.23
1112 ; 369.43
1116 ; 502.30
1120 ; 660.46
1124 ; 720.37
1128 ; 778.92
1132 ; 604.86
1136 ; 426.09
1140 ; 452.99
1144 ; 368.02
1148 ; 391.81
1152 ; 557.26
1156 ; 551.79
1160 ; 493.78
1164 ; 414.63
1168 ; 295.30
1172 ; 258.23
1176 ; 303.51
1180 ; 392.40
1184 ; 483.13
1188 ; 470.08
1192 ; 361.98
1196 ; 245.85
1200 ; 198.75
1204 ; 316.27
1208 ; 437.16
1212 ; 333.28
1216 ; 310.14
1220 ; 315.87
1224 ; 202.14
1228 ; 82.57
1232 ; 200.81
1236 ; 385.66
1240 ; 339.92
1244 ; 224.44
1248 ; 254.10
1252 ; 396.59
1256 ; 419.75
1260 ; 272.86
1264 ; 265.14
1268 ; 481.68
1272 ; 562.51
1276 ; 406.93
1280 ; 266.96
1284 ; 319.69
1288 ; 399.16
1292 ; 622.53
1296 ; 718.32
1300 ; 466.93
1304 ; 339.17
1308 ; 484.33
1312 ; 556.38
1316 ; 342.64
1320 ; 380.54
1324 ; 471.57
1328 ; 456.10
1332 ; 481.21
1336 ; 631.69
1340 ; 639.54
1344 ; 602.10
1348 ; 779.86
1352 ; 874.94
1356 ; 857.49
1360 ; 863.50
1364 ; 963.71
1368 ; 1021.71
1372 ; 932.32
1376 ; 737.65
1380 ; 612.38
1384 ; 691.13
1388 ; 700.36
1392 ; 578.21
1396 ; 480.12
1400 ; 505.31
1404 ; 626.64
1408 ; 602.14
1412 ; 599.32
1416 ; 1045.42
1420 ; 1206.06
1424 ; 1503.91
1428 ; 1971.65
1432 ; 2000.56
1436 ; 1999.50
1440 ; 1794.66
1444 ; 1339.31
1448 ; 956.94
1452 ; 916.38
1456 ; 744.46
1460 ; 722.69
1464 ; 749.43
1468 ; 297.21
1472 ; 349.56
1476 ; 415.53
1480 ; 341.56
1484 ; 368.16
1488 ; 222.98
1492 ; 310.20
1496 ; 362.17
1500 ; 285.31
1504 ; 348.72
