Raman Shift ; Dark Subtracted
176 ; 587.03
180 ; 571.43
184 ; 555.20
188 ; 566.89
192 ; 570.37
196 ; 580.15
200 ; 580.72
204 ; 572.44
208 ; 578.89
212 ; 581.58
216 ; 607.07
220 ; 578.61
224 ; 557.97
228 ; 518.39
232 ; 502.53
236 ; 450.51
240 ; 421.68
244 ; 357.16
248 ; 329.22
252 ; 287.56
256 ; 303.66
260 ; 288.73
264 ; 276.14
268 ; 261.09
272 ; 248.67
276 ; 269.05
280 ; 275.51
284 ; 264.04
288 ; 265.62
292 ; 275.77
296 ; 264.16
300 ; 274.50
304 ; 290.73
308 ; 292.55
312 ; 283.09
316 ; 288.04
320 ; 284.07
324 ; 274.08
328 ; 284.76
332 ; 285.44
336 ; 275.08
340 ; 270.03
344 ; 276.19
348 ; 294.10
352 ; 311.34
356 ; 307.46
360 ; 312.72
364 ; 285.51
368 ; 274.37
372 ; 278.89
376 ; 241.23
380 ; 241.28
384 ; 237.57
388 ; 210.72
392 ; 241.95
396 ; 237.60
400 ; 231.01
404 ; 206.90
408 ; 201.89
412 ; 215.13
416 ; 218.32
420 ; 213.39
424 ; 229.92
428 ; 203.33
432 ; 202.60
436 ; 211.85
440 ; 201.82
444 ; 220.21
448 ; 189.77
452 ; 184.60
456 ; 197.90
460 ; 205.87
464 ; 208.25
468 ; 203.25
472 ; 178.96
476 ; 191.83
480 ; 191.34
484 ; 197.26
488 ; 200.97
492 ; 182.10
496 ; 192.66
500 ; 204.65
504 ; 205.57
508 ; 204.51
512 ; 203.73
516 ; 181.35
520 ; 181.32
524 ; 208.09
528 ; 198.58
532 ; 185.05
536 ; 177.50
540 ; 191.19
544 ; 194.20
548 ; 200.26
552 ; 205.44
556 ; 191.72
560 ; 188.81
564 ; 181.74
568 ; 182.15
572 ; 183.60
576 ; 173.08
580 ; 173.30
584 ; 172.90
588 ; 181.70
592 ; 182.61
596 ; 176.61
600 ; 162.18
604 ; 152.81
608 ; 156.87
612 ; 180.35
616 ; 164.10
620 ; 147.31
624 ; 161.21
628 ; 162.93
632 ; 187.52
636 ; 175.73
640 ; 170.52
644 ; 155.42
648 ; 185.22
652 ; 174.66
656 ; 185.03
660 ; 175.30
664 ; 173.80
668 ; 168.34
672 ; 184.59
676 ; 191.32
680 ; 179.25
684 ; 162.46
688 ; 193.51
692 ; 182.65
696 ; 192.93
700 ; 210.46
704 ; 197.76
708 ; 211.01
712 ; 239.21
716 ; 300.91
720 ; 349.18
724 ; 368.59
728 ; 403.55
732 ; 411.69
736 ; 356.36
740 ; 304.64
