Raman Shift ; Dark Subtracted
176 ; 462.34
180 ; 457.86
184 ; 449.48
188 ; 432.99
192 ; 430.92
196 ; 448.24
200 ; 458.13
204 ; 449.59
208 ; 456.06
212 ; 442.29
216 ; 449.23
220 ; 432.69
224 ; 428.10
228 ; 397.19
232 ; 354.59
236 ; 312.47
240 ; 299.88
244 ; 280.09
248 ; 264.10
252 ; 245.31
256 ; 222.77
260 ; 217.08
264 ; 216.64
268 ; 191.88
272 ; 184.09
276 ; 191.35
280 ; 187.00
284 ; 198.38
288 ; 198.07
292 ; 188.18
296 ; 204.80
300 ; 219.21
304 ; 218.66
308 ; 210.29
312 ; 219.07
316 ; 207.06
320 ; 198.24
324 ; 222.00
328 ; 213.29
332 ; 200.80
336 ; 215.98
340 ; 226.52
344 ; 236.71
348 ; 233.07
352 ; 240.35
356 ; 262.04
360 ; 243.25
364 ; 233.80
368 ; 207.75
372 ; 212.72
376 ; 202.27
380 ; 201.56
384 ; 202.84
388 ; 196.12
392 ; 192.98
396 ; 180.36
400 ; 185.12
404 ; 166.39
408 ; 180.30
412 ; 184.36
416 ; 174.39
420 ; 179.63
424 ; 158.81
428 ; 160.19
432 ; 158.30
436 ; 164.76
440 ; 153.19
444 ; 164.53
448 ; 152.78
452 ; 150.00
456 ; 139.21
460 ; 153.56
464 ; 159.03
468 ; 146.62
472 ; 164.84
476 ; 143.52
480 ; 146.26
484 ; 158.32
488 ; 150.65
492 ; 156.70
496 ; 146.33
500 ; 133.49
504 ; 140.14
508 ; 148.31
512 ; 132.57
516 ; 144.65
520 ; 131.67
524 ; 138.05
528 ; 138.15
532 ; 131.42
536 ; 137.16
540 ; 134.57
544 ; 140.71
548 ; 150.61
552 ; 135.30
556 ; 147.42
560 ; 135.14
564 ; 137.52
568 ; 138.89
572 ; 127.38
576 ; 128.16
580 ; 128.85
584 ; 118.78
588 ; 119.10
592 ; 126.44
596 ; 134.10
600 ; 116.20
604 ; 138.11
608 ; 125.58
612 ; 138.71
616 ; 125.97
620 ; 126.85
624 ; 128.81
628 ; 121.52
632 ; 118.04
636 ; 127.83
640 ; 126.63
644 ; 121.44
648 ; 128.12
652 ; 130.52
656 ; 119.65
660 ; 138.38
664 ; 146.54
668 ; 99.77
672 ; 127.13
676 ; 148.23
680 ; 172.48
684 ; 136.26
688 ; 138.55
692 ; 144.24
696 ; 152.92
700 ; 156.76
704 ; 155.14
708 ; 162.10
712 ; 184.35
716 ; 220.48
720 ; 271.93
724 ; 269.43
728 ; 268.16
732 ; 277.51
736 ; 214.08
740 ; 223.29
744 ; 171.62
748 ; 144.76
752 ; 143.30
756 ; 126.79
760 ; 101.34
764 ; 92.65
768 ; 104.60
772 ; 132.75
776 ; 105.79
780 ; 116.89
784 ; 97.08
788 ; 103.95
792 ; 117.41
796 ; 120.20
800 ; 102.41
804 ; 111.26
808 ; 113.37
812 ; 100.91
816 ; 104.26
820 ; 101.12
824 ; 100.94
828 ; 110.11
832 ; 122.70
836 ; 118.17
840 ; 112.51
844 ; 100.11
848 ; 106.38
852 ; 106.22
856 ; 116.43
860 ; 137.33
864 ; 108.57
868 ; 108.09
872 ; 130.94
876 ; 102.15
880 ; 135.56
884 ; 98.13
888 ; 103.38
892 ; 106.59
896 ; 96.53
900 ; 116.42
904 ; 115.70
908 ; 113.46
912 ; 99.25
916 ; 108.93
920 ; 98.31
924 ; 104.23
928 ; 92.52
932 ; 106.72
936 ; 108.17
940 ; 114.85
944 ; 134.06
948 ; 138.25
952 ; 101.96
956 ; 104.26
960 ; 113.54
964 ; 102.10
968 ; 106.62
972 ; 102.04
976 ; 98.59
980 ; 128.42
984 ; 125.71
988 ; 116.61
992 ; 134.39
996 ; 117.16
1000 ; 114.89
1004 ; 138.38
1008 ; 156.01
1012 ; 160.40
1016 ; 126.74
1020 ; 144.27
1024 ; 162.05
1028 ; 169.40
1032 ; 209.67
1036 ; 220.29
1040 ; 285.05
1044 ; 398.32
1048 ; 688.15
1052 ; 2886.96
1056 ; 6556.17
1060 ; 5251.76
1064 ; 1817.05
1068 ; 771.22
1072 ; 420.09
1076 ; 240.64
1080 ; 199.49
1084 ; 185.37
1088 ; 173.80
1092 ; 158.74
1096 ; 150.28
1100 ; 147.04
1104 ; 138.33
1108 ; 103.07
1112 ; 124.07
1116 ; 121.30
1120 ; 153.41
1124 ; 162.73
